Kommentarer__0-5_,Kvinne,Musescore,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Unnamed_8,Unnamed_8_link,Når_komponert,Når_komponert_link,Unnamed_10,Unnamed_10_link,Unnamed_11,Diverse_kommentarer,Diverse_kommentarer_link,Egne_noter,Forlag,Platenr_,Unnamed_16
5,,x,Elegie,https://musescore.com/user/26911315/scores/11516272,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1872,,,,,,,,Røsholm,,
,,x,Fantasie,https://musescore.com/user/26911315/scores/8875701,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1893,,Op. 200,,,,,,Carl Warmuth,1936,
,,x,Festmarsch,https://musescore.com/user/26911315/scores/6256378,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1875,,,,,,,,,,
,,x,Fra Nordcap til Lindesnæs,https://musescore.com/user/26911315/scores/8201804,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1891,,"Opus 165, 2ndre Hefte",,,,,,Eget forlag,,
,,,Gavotte,,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,,,,,,,,,,,
,,x,Hilsen til Nordland,https://musescore.com/user/26911315/scores/9584527,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1886,,Op. 112,,,,,,Carl Warmuth,1122,
2,,x,Hjemlige toner,https://musescore.com/user/26911315/scores/7664585,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1878,,Op 37,,,,,,,,
3,,x,Hjemlige toner,https://musescore.com/user/26911315/scores/8429684,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1887,,Op 119,,,,,,Norsk Musikforlag,1253,
4,,x,Huldreslaaten,https://musescore.com/user/26911315/scores/10183432,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1879,,Op. 50,,,,,,Carl Warmuth,455,
4,,x,Hyldningsmarsch,https://musescore.com/user/26911315/scores/6469618,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1905,,,,,,,,,,
,,x,Hyldningsmarsch (Chr. Michelsen),https://musescore.com/user/26911315/scores/8652828,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1905,,,,,,,Ikke egne noter,Haakon Zapffe,729,
2,,x,Hyldningsmarsch (Keiser WilhelmI,https://musescore.com/user/26911315/scores/9542941,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1890,,Op. 162,,,,,,Carl Warmuth,1666,
4,,x,Intermezzo,https://musescore.com/user/26911315/scores/8505554,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1881,,Op. 77,,,,,,Petter Håkonsens forlag,44,
,,x,Jule-klap,https://musescore.com/user/26911315/scores/7268942,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,Fantasy over Christmas Carols,,,,1905,,,,,,,,Haakon Zapffe,766,
,,x,Kjærlighed fra Gud,https://musescore.com/user/26911315/scores/10260391,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1896,,Paraphrase,,,,,,Haakon Zapffe,290,
1,,x,"Nearer, My God to Thee",https://musescore.com/user/26911315/scores/8112762,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1902,,Published together with Axel Spielhough,,,Axel Spilhough - Red Hill Minnesota,,A. S. 1,Haakon Zapffe,497,
4,,x,Nissernes Dansemorro,https://musescore.com/user/26911315/scores/7299887,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1905,,,,,,,,Carl Warmuth,2672,
3,,x,Norsk Kroningsmarsch,https://musescore.com/user/26911315/scores/14872735,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1906,,,,,,,PDF,Carl Warmuth,2734,
4,,x,"Parafrase over Koralen ""Paaskemorgen slukker Sorgen""",https://musescore.com/user/26911315/scores/14999737,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1904,,,,,,,,Haakon Zapffe,695,
3,,x,"Parafrase over ""Sæterreisen""",https://musescore.com/user/26911315/scores/5911297,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1904,,,,,,,,Carl Johnns Musikkhandel,277,
,,,"Paraphrase over ""Ack Wærmeland du sköna""",,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1890,,Op. 158,,,,,,Carl Warmuth,1514,
4,,x,"Paraphrase over ""Af Höiheden oprunden er""",https://musescore.com/user/26911315/scores/17661817,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1895,,Op. 222,,,,,,Carl Warmuth,2104,
3,,x,"Paraphrase over ""Kirken den er et gammel hus""",https://musescore.com/user/26911315/scores/8600504,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1900,,,,,,,,Haakon Zapffe,476,
,,,"Paraphrase over ""O Herre Krist dig til os vend""",,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,,,,,,,,,Haakon Zapffe,330,
3,,x,Preludium,https://musescore.com/user/26911315/scores/23634811,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1885,,,,,,,,Carl Warmuth,1000,
3,,x,Reseda-polka,https://musescore.com/user/26911315/scores/16321213,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1894,,,,,,,,F. Chr Wolff. Parfumerieforretning,,
4,,x,Solveigslåtten,https://musescore.com/user/26911315/scores/6057578,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,,,Utgitt i Sverige,,,,,,Carl Warmuth,1229,
,,,Sommernat,,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1894,,Folkebladet desember,,,,,,,,
5,,x,"Spinn, Spinn",https://musescore.com/user/26911315/scores/8927829,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1887,,Published using the pseudonym Ernesto Pomposi,,,,,,J.W. Cappelen,,
,,,St. Hansaften i Närödalen,,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1901,,,,,,,,Elkan & Schildknecht,1973,
3,,x,Stanley Marsch,https://musescore.com/user/26911315/scores/22965601,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1890,,,,,,,,P. T. Mallings Boghandel,,
4,,x,Strømnes-marschen,https://musescore.com/user/26911315/scores/6288123,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1908,,Fra ca. 1700,,,,,,Abraham Lundquist,3268 / 3481,
4,,x,Toner til hjärtat,https://musescore.com/user/26911315/scores/6909229,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1899,,Utgitt i Sverige,,,,,,Einar Kaland,2,
2,,x,Udstillings-Festmarsch,https://musescore.com/user/26911315/scores/6587636,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1898,,Bergen-exibition 1898,,,,,,,,
3,,x,Vid Renas strand,https://musescore.com/user/26911315/scores/7249431,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1880,,Op. 54,,,,,,Abraham Hirsch,,
4,,,Viking-marsch,,"Teilman, Christian",https://nbl.snl.no/Christian_Teilman_-_2,1843 - 1909,,,,,,1893,,,,,,,,Abraham Hirsch,732,
5,,x,Huldredansen,https://musescore.com/user/26911315/scores/6296142,"Tellefsen, Thomas",https://nbl.snl.no/Thomas_Tellefsen,1823 - 1874,,,,,,1852,,Op. 9,,,,,,,,
3,,x,Quatre Mazurkas,https://musescore.com/user/26911315/scores/6145756,"Tellefsen, Thomas",https://nbl.snl.no/Thomas_Tellefsen,1823 - 1874,,,,,,<1846,,,,,,,,,,
,,,Home again,,"Terschak, Adolf",,,,,,,,,,(Ikke ferdignotert!),,,,,,Tromsø Musikhandel / Einar Kaland,1 / 167,
4,K,x,Minder fra gamle Dage,https://musescore.com/user/26911315/scores/22665931,"Thams, Ida",,1812 - 1889,,,,,,1901,,Arr. Carl Sander,,,,,NB,Carl Warmuth,2543,
4,K,x,Festfryd-Galop,https://musescore.com/user/26911315/scores/20726296,"Thodberg, Inga",,1862 - 1925,,,,,,1891,,,,,,,,Brødrene Hals,540,
1,,x,Barndomsminne fraa Nordland,https://musescore.com/user/26911315/scores/6141582,"Thomsen, Adolf",https://no.wikipedia.org/wiki/Adolf_Thomsen,1852 - 1903,,Elias Blix,https://no.wikipedia.org/wiki/Elias_Blix,1836 - 1902,,1901,,Tekst fra 1896,,,,,,,,
4,,x,Julekvæld,https://musescore.com/user/26911315/scores/9094595,"Thomsen, Adolf",https://no.wikipedia.org/wiki/Adolf_Thomsen,1852 - 1903,,Zacharias Topelius,https://en.wikipedia.org/wiki/Zachris_Topelius,1818 - 1898,,1892,,,,,,,Ikke egne noter,Brødrene Hals,581,
1,,x,Norsk fjellsang,https://musescore.com/user/26911315/scores/5952447,"Thrane, Waldemar",https://no.wikipedia.org/wiki/Waldemar_Thrane,1790 - 1828,,Henrik Anker Bjerregaard,https://no.wikipedia.org/wiki/Henrik_Anker_Bjerregaard,1792 - 1842,,"Fra ""Et fjeldeventyr"" 1824",,,,,,,,Einar Kaland,32,
4,,x,Harpesnekken,https://musescore.com/user/26911315/scores/5980143,"Tischendorf, Gabriel",https://no.wikipedia.org/wiki/Gabriel_Tischendorf,1842 - 1932,,Bernard Barton,,,,,,,,,,,,Haakon Zapffe,999,
3,,x,Humoreske,https://musescore.com/user/26911315/scores/17483668,"Tischendorf, Gabriel",https://no.wikipedia.org/wiki/Gabriel_Tischendorf,1842 - 1932,,,,,,1888,,Opus 10 no 2,,,Nordisk Musiktidende 1889,,,Carl Warmuth,,
5,,x,Hjerter og Blomster,https://musescore.com/user/26911315/scores/6995706,"Tobani, Theodore Moses",https://en.wikipedia.org/wiki/Theodore_Moses_Tobani,1855 - 1933,,,,,,1893,,Published in Norway 1910,,,,,,,,
3,,,Olsok,,"Torjussen, Trygve",https://snl.no/Trygve_Torjussen,1885 - 1977,,Nora Nor. (Sofie Christie),https://no.wikipedia.org/wiki/Sofie_Christie,1890 - 1954,,1915,,"Bilag til ""Ukens Revy""?",,,,,,,,
5,,x,Den Norske Armées revelje,https://musescore.com/user/26911315/scores/11641435,Christian Schifter Tobiesen,,1792 - 1852,,,,,,1830s,,,,,,,,,,
,,,Fra  Fjord og fjære,,Trad /Hardenack Otto Conrad Zinck,,1746 - 1832,,"Landstad, Magnus Brostrup",,1802 - 1880,,1801,,Musik for Hjemmet Julenummer 1927. arr. Arne Eggen,,,,,,,,
1,,x,Melodi fra Lappland,https://musescore.com/user/26911315/scores/17579584,Trad.,,,,,,,,,,Nordisk Musiktidende No 7- 1890,,,,,,,,
4,,x,Norske Nationalmelodier,https://musescore.com/user/26911315/scores/12259180,Trad.,,,,,,,,1903,,Arr. Friedrich August Reissiger,,,,,,Haakon Zapffe,22A,
4,,x,När juldagsmorgon glimmar,https://musescore.com/user/26911315/scores/13528264,Trad,,,,"Berggren, G.",,,,1923,,"Arr: Henneberg, Richard (1853 - 1925)",,,,,,"E. Anderssons Musikförlag, Malmö",190,
,,,Spelmansmelodier från Dalarne,,Trad (Georg Pegel),https://sv.wikipedia.org/wiki/Georg_Pegel,1977 - 1963,,,,,,1908,,Published,,,,,,Abraham Lundquist,4105,
5,,x,Naar Hallingdals Bataljoner rykker du!,https://musescore.com/user/26911315/scores/11093635,"Tvedt, Elias",https://www.nb.no/items/ad098cf1bd9b32d04125826539c94142?page=5&searchText=%22ELias%20Tvedt%22,1874 - 1956,,,,,,1901,,,,,,,PDF,Haakon Zapffe,275,
4,K,x,Blaaveis,https://musescore.com/user/26911315/scores/20745163,"Urdahl, Hetty",https://www.nb.no/items/ac3854a08631ba5ee630ef25e938a1d6?page=175&searchText=%22Hetty%20Urdahl%22,1884 - 1976,,,,,,1903,,,,,,,,Oluf By,70,
4,,x,Snehvide,https://musescore.com/user/26911315/scores/9200169,"Ursin, Kristofer",,1869 -1912,https://www.nb.no/items/0289f5264208019ec63c344183ef67ed?page=1&searchText=%22Kristofer%20Ursin%22,,,,,1908,,,,,,,,,,
3,,x,Tre gamle Dandse,https://musescore.com/user/26911315/scores/14362477,"Ursin, Niels",https://snl.no/Ursin,1800 - 1862,,,,,,1891,,Arr. Martin Ursin (1842 - 1916),,,,,,Brødrene Hals,541,
,,,Brylupsmars,,"Utgård, Ole B.",,1905 - 1992,,,,,,1933,,,,,,,,Eget forlag,,
4,,x,Valse Norvegiénne,https://musescore.com/user/26911315/scores/20361421,"Van Den Dyck, Guillaume",,1866 - 1938,,,,,,1912,,,,,,,Einar Økland,,,
,,x,Cascatelle Waltz,https://musescore.com/user/26911315/scores/6488302,"Vanderbeck, F. E.",,?,,,,,,1883,,Advert,https://www.newspapers.com/image/45429898/?terms=Vanderbeck&match=1,,,,,,,
3,,x,Edelweiss,https://musescore.com/user/26911315/scores/6438719,"Vanderbeck, F. E.",,?,,,,,,1878?,,,,,,,,Oluf By,1450,
3,KU,x,Echo Dell - polka,https://musescore.com/user/26911315/scores/7454696,"Vanderbeck, Frankie E. Miss.",,1852 - 1910,,,,,,1878?,,,,,,,,,,
,,,Norske National Melodier,,Various,,,,,,,,1870s,,Arr. Friedrich August Reissiger,,,,,,Haakon Zapffe,22a,
,,x,Den kongelige norske krigsskoles marsch,https://musescore.com/user/26911315/scores/9652759,"Vellesen, Velle",https://no.wikipedia.org/wiki/Velle_Vellesen_(musiker),1871 - 1959,,,,,,1900,,,,,,,,Eget forlag,,
3,,x,Ballets dronning,https://musescore.com/user/26911315/scores/9620170,"Verner, Hans Christian",,1860 - 1950+,,,,,,1895,,,,,,,Internett,Haakon Zapffe,101,
3,,x,In Dreamland,https://musescore.com/user/26911315/scores/9428707,"Verner, Hans Christian",,1860 - 1950+,,,,,,1885,,,,,,,,S. Brainord's sons,,
,,x,The Viking March,https://musescore.com/user/26911315/scores/9438118,"Verner, Hans Christian",,1860 - 1950+,,,,,,1893,,,,,,,Internett,S. Brainord's sons,,
,K,,O vaar!,,"Vestby, Marta",https://www.nb.no/items/182f90aa794891ea539b14e373b41534?page=3&searchText=%22Marta%20Vestby%22,1880 - 1958,,Per Sivle,https://no.wikipedia.org/wiki/Per_Sivle,1857 - 1904,,,,,,,,,,,,
4,K,x,Viol,https://musescore.com/user/26911315/scores/18604540,"Vestby, Marta",https://www.nb.no/items/182f90aa794891ea539b14e373b41534?page=3&searchText=%22Marta%20Vestby%22,1880 - 1958,,"Holstein, Ludvig",https://no.wikipedia.org/wiki/Ludvig_Holstein,1864 - 1943,,1907,,,,,,,,Oluf By,313,
2,,x,O hellige natt!,https://musescore.com/user/26911315/scores/9085493,"von der Fehr, Johan (Martin)",,1888 - 1969,,"von der Fehr, Johan (Martin)",,1888 - 1969,,1934,,A-magasinet,,,,,,,,
5,K,x,Rose Souvenir,https://musescore.com/user/26911315/scores/23318068,"von Oertzen, Natalie",,1843 - 1902,,"von Oertzen, Georg",https://de.wikipedia.org/wiki/Georg_von_Oertzen,1829 - 1910,,1889,,,,,,,NB,Carl Warmuth,1465,
3,,x,Glade Jul,https://musescore.com/user/26911315/scores/22023514,"Voss, Torolf",https://no.wikipedia.org/wiki/Torolf_Voss,1877 - 1943,,,,,,1943,,,,,,,,Norsk Musikforlag,7410,
,,,Signe,,"Voss, Torolf",https://no.wikipedia.org/wiki/Torolf_Voss,1877 - 1943,,Herman Wildenwey,https://lokalhistoriewiki.no/wiki/Herman_Wildenvey,1885 - 1959,,,,,,,,,,,,
4,K,x,Hamar-sangen,https://musescore.com/user/26911315/scores/6183372,"Waaler, Fredrikke (Rynning)",https://lokalhistoriewiki.no/wiki/Fredrikke_Waaler,1865 - 1952,,Fredrikke Rynning (Waaler),https://lokalhistoriewiki.no/wiki/Fredrikke_Waaler,1865 - 1952,,1934,,Det Norske Misjonsselskap,,,,,,,,
5,K,x,Spindersken,https://musescore.com/user/26911315/scores/6170445,"Waaler, Fredrikke (Rynning)",https://lokalhistoriewiki.no/wiki/Fredrikke_Waaler,1865 - 1952,,Bjørnstjerne Bjørnson,https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1888,,,,,,,,Oluf By,1404,
5,,x,Nat og andre sange,https://musescore.com/user/26911315/scores/11001310,"Waller, Vidar",,1884 - 1953,,Various,,,,1904,,Op. 1,,,,,,Norsk Musikforlag,2683,
4,,x,Doris-polka,https://musescore.com/user/26911315/scores/11581801,"Warmuth, Carl Gottfrid",,1811 - 1892,,,,,,1852,,,,,,,,Carl Warmuth,2,
5,,x,Aftenhvile,https://musescore.com/user/26911315/scores/6708040,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,Sylvius (Hans Jørgen Synnestvedt),https://www.nb.no/items/a9b63a91829047c29a4f5749d086e30b?page=631&searchText=%22Hans%20Jørgen%20Synnestvedt%22,1843 - 1863,,1869,,Op. 1 No 1,,,,,,,,
,,,Dass Gott dich behüt!,,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,,,,,,,Nordisk Musiktidende,,,,,,,,
2,,x,En liden polka caprice,https://musescore.com/user/26911315/scores/17331136,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,,,,,1887,,Nordisk Musiktidende No 4,,,,,,Carl Warmuth,,
5,,x,En liden vise uden ord,https://musescore.com/user/26911315/scores/6464442,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,,,,,1887,,Nordisk Musiktidende No 10.,,,,,,,,
5,,,En vinterdag,,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,Johan Sebastian Welhaven,https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1807 - 1873,,1869,,Op. 1 Nr. 3,,,,,,,,
4,,,Hvad fattes mig?,,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,Hans Peter Holst,https://da.wikipedia.org/wiki/Hans_Peter_Holst,1811 - 1893,,1869,,Op. 1 Nr. 4,,,,,,,,
4,,x,Sørge-Marsch (Johanne Reimers),https://musescore.com/user/26911315/scores/8859846,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,,,,,1882,,Op. 3,,,,,,Carl Warmuth,793,
4,,x,Ved nattetid,https://musescore.com/user/26911315/scores/6892967,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,Henrik Hertz,https://en.wikipedia.org/wiki/Henrik_Hertz,1797/98 - 1870,,1869,,Op. 1 Nr. 2,,,,,,Carl Warmuth,936,
,,,"Wüsstes Du, wie's Herz mir bebet",,"Warmuth jnr., Carl",https://no.wikipedia.org/wiki/Carl_Warmuth,1844 - 1895,,,,,,1884,,Op. 5,,,,,,Carl Warmuth,1849,
,,x,Aftenstemning,https://musescore.com/user/26911315/scores/5961207,"Wendelborg, Kristian",https://snl.no/Kristian_Wendelborg,1863 - 1938,,Ludvik Sörevik,,,,1892,,,,,,,,,,
5,,x,Syttendemaisang,https://musescore.com/user/26911315/scores/6139531,"Wendelborg, Kristian",https://snl.no/Kristian_Wendelborg,1863 - 1938,,Jonas Lie,https://no.wikipedia.org/wiki/Jonas_Lie,1833 - 1908,,1892,,,,,,,,,,
2,,x,Ulabrand,https://musescore.com/user/26911315/scores/7374164,"Wendelborg, Kristian",https://snl.no/Kristian_Wendelborg,1863 - 1938,,Peter Rosenkrantz Johnsen,https://en.wikipedia.org/wiki/Peter_Rosenkrantz_Johnsen,1857 - 1929,,1896,,,,,,,,Haakon Zapffe,218,
,,x,Vær hilset Norges frie Flag!,https://musescore.com/user/26911315/scores/9875899,"Wendelborg, Kristian",https://snl.no/Kristian_Wendelborg,1863 - 1938,,Magnus Brostrup Landstad,https://www.dagen.no/Nyheter/Den_andre_M._B._Landstad-47188,1876 - 1956,,1905,,,,,,,,,,
4,,x,Man borde inte sofva,https://musescore.com/user/26911315/scores/17641939,"Wennerberg, Gustaf",https://sv.wikipedia.org/wiki/Gustaf_Wennerberg,1856 - 1928,,Jeremias I Tröstlösa,https://no.wikipedia.org/wiki/Levi_Rickson,1868 - 1967,,1925,,Article about the song,https://sv.wikipedia.org/wiki/En_borde_inte_sova,,,,,,,
,,,Hedeblomsten,,"Wenzel, Hermann (Otto Frölich)",https://wiki.edu.vn/all2en/wiki3/hermann-wenzel-composer-wikipedia/,1863 - 1944,,,,,,,,Opus 1 (Allerede på MuseScore),,,,,,,,
3,,x,Rödlufvan,https://musescore.com/user/26911315/scores/14817319,"Wenzel, Hermann (Otto Frölich)",https://wiki.edu.vn/all2en/wiki3/hermann-wenzel-composer-wikipedia/,1863 - 1944,,,,,,ca 1891,,Opus 38,,,,,,Carl Gehrmans Musikförlag,(F.P.) 443,
,K,x,Smaafuglene paa Juleneget / Melodi / Ny Julesang,https://musescore.com/user/26911315/scores/7912910,"Wergeland (Widø) , Camilla ",https://no.wikipedia.org/wiki/Camilla_Vedøe,1842 - 1900,https://www.nb.no/items/19f42d6dbf3ad6f6bb3b1d1f2d88864e?page=1&searchText=%22Camilla%20Wergeland%22,Henrik Wergeland,https://no.wikipedia.org/wiki/Henrik_Wergeland,1808 - 1845,,1870 - 1880,,Op 1 & 7,,,,,,,,
,,x,Brudemarsch,https://musescore.com/user/26911315/scores/9867916,"Wergeland, Nicolai",https://no.wikipedia.org/wiki/Nicolai_Wergeland,1780 - 1848,,,,,,Written down 1844,,Published 1911,,,,,,,,
,K,,Valse Mimosa,,"Werring, Lilly",,,,,,,,,,,,,,,,,,
,K,x,Ved Fjorden,https://musescore.com/user/26911315/scores/9035621,"Wessel, Helga",,1859 - 1949,,,,,,1886,,,,,,,,Carl Warmuth,1118,
5,K,x,Jesus med de åpne armer,https://musescore.com/user/26911315/scores/5944633,"Westby, Olga",,,,"Levinsen, A.",,,,,,,,,,,,Haakon Zapffe,1300,
,,,Danse grotesque,,"Westergaard, Richard",https://no.wikipedia.org/wiki/Richard_Westergaard,1884 - 1944,,,,,,1910,,Op. 3,,,,,,Haakon Zapffe,963,
,,x,Julesalme,https://musescore.com/user/26911315/scores/9003686,"Westergaard, Richard",https://no.wikipedia.org/wiki/Richard_Westergaard,1884 - 1944,,"Westergaard, Richard",https://no.wikipedia.org/wiki/Richard_Westergaard,1884 - 1944,,1911,,Op. 7,,,,,,Haakon Zapffe,1041,
3,,,Længsler,,"Westergaard, Richard",https://no.wikipedia.org/wiki/Richard_Westergaard,1884 - 1944,,Gabriel Scott,https://no.wikipedia.org/wiki/Gabriel_Scott,1874 - 1958,,1918,,,,,,,,Norsk Musikforlag,2106,
,,x,Scherzo,https://musescore.com/user/26911315/scores/8514839,"Westergaard, Richard",https://no.wikipedia.org/wiki/Richard_Westergaard,1884 - 1944,,,,,,1910,,Op. 4 Nr. 3,,,,,,Haakon Zapffe,1003,
3,K,x,Backfischen vor!,https://musescore.com/user/26911315/scores/10774279,"Wexels-Korsbrekke, Hedvig",,1878 - 1951,,"Jørgensen, Borghild",https://no.wikipedia.org/wiki/Borghild_Jørgensen,1883 - 1947,,1914,,,,,,,,Norsk Musikforlag,4494,
,,x,Jule-Rheinländer,https://musescore.com/user/26911315/scores/9010451,"Wiberg, Halfdan",https://lokalhistoriewiki.no/wiki/Halfdan_Wiberg,1863 - 1951,,,,,,1886,,,,,,,,Carl Warmuth,1206,
3,,x,Champagner Galopp,https://musescore.com/user/26911315/scores/10125193,"Wiegand, George",,1834 - 1901,,,,,,1891,,,,,,,,F. W. Haake,16,
5,K,x,5 smaastykker for piano,https://musescore.com/user/26911315/scores/6316777,"Wiel, Elise",https://no.wikipedia.org/wiki/Elise_Wiel,1866 - 1926,,,,,,1896,,Op. 2,,,,,,Carl Warmuth,2106,
2,K,x,Fem smaastykker,https://musescore.com/user/26911315/scores/17529085,"Wiel, Elise",https://no.wikipedia.org/wiki/Elise_Wiel,1866 - 1926,,,,,,1895,,Op. 3,,,,,,Carl Warmuth,2107,
4,K,x,En morsom Dag,https://musescore.com/user/26911315/scores/6605002,"Wiel, Elise",https://no.wikipedia.org/wiki/Elise_Wiel,1866 - 1926,,,,,,1906,,,,,,,,,,
5,,x,Die Wacht am Rhein,https://musescore.com/user/26911315/scores/6217297,"Wilhelm, Carl",https://en.wikipedia.org/wiki/Karl_Wilhelm_(conductor),1819 - 1849,,Max Schneckenburger,https://en.wikipedia.org/wiki/Max_Schneckenburger,1815 - 1873,,1854,,,,,,,,Norsk Musikforlag,2949,
5,,x,Du skjönne Mai!,https://musescore.com/user/26911315/scores/12208597,"Wilkens, Sverre",,1878 - 1914,https://www.nb.no/items/ba5ee3242929ba5ca696fa6ad0ac8664?page=3&searchText=%22Sverre%20Wilkens%22,,,,,1896,,,,,,,,Carl Warmuth,2152,
3,,x,Otto Sverdrups-Marsch,https://musescore.com/user/26911315/scores/21875986,"Wilkens, Sverre",,1878 - 1914,https://www.nb.no/items/ba5ee3242929ba5ca696fa6ad0ac8664?page=3&searchText=%22Sverre%20Wilkens%22,,,,,1902,,,,,,,NB,Haakon Zapffe,490,
,,x,Paa Ströget,https://musescore.com/user/26911315/scores/7024748,"Wilkens, Sverre",,1878 - 1914,https://www.nb.no/items/ba5ee3242929ba5ca696fa6ad0ac8664?page=3&searchText=%22Sverre%20Wilkens%22,,,,,1910,,,,,,,,,,
3,,x,Prinsesse Margaret-Gavotte,https://musescore.com/user/26911315/scores/14703238,"Wilkens, Sverre",,1878 - 1914,https://www.nb.no/items/ba5ee3242929ba5ca696fa6ad0ac8664?page=3&searchText=%22Sverre%20Wilkens%22,,,,,1905,,,,,,,,Carl Warmuth,2700,
